Month,Day,Hour,Grid_Price,Aggregator_Price,Household_Demand,SoC,Car_Available
6,29,22,0.17,0.15,14.54,0.6773,1
6,29,23,0.16,0.14,19.2,,1
6,30,0,0.16,0.14,0.0,,1
6,30,1,0.2,0.19,0.0,,1
6,30,2,0.16,0.14,0.0,,0
6,30,3,0.22,0.2,7.03,0.3716,1
6,30,4,0.22,0.2,0.0,,1
6,30,5,0.18,0.15,0.0,,0
6,30,6,0.24,0.21,6.78,0.1932,1
6,30,7,0.39,0.36,17.56,,1
6,30,8,0.41,0.29,15.2,,1
6,30,9,0.49,0.37,0.0,,1
6,30,10,0.25,0.18,0.0,,1
6,30,11,0.35,0.29,0.0,,0
6,30,12,0.26,0.2,0.0,,0
6,30,13,0.33,0.27,0.0,,0
6,30,14,0.33,0.25,0.0,,0
6,30,15,0.32,0.25,0.0,,0
6,30,16,0.3,0.25,0.0,,0
6,30,17,0.27,0.21,12.8,0.7301,1
6,30,18,0.37,0.33,13.14,,0
6,30,19,0.35,0.32,24.35,,0
6,30,20,0.47,0.41,13.02,0.1898,1
6,30,21,0.47,0.44,12.92,,1
6,30,22,0.18,0.17,0.0,,1
6,30,23,0.19,0.16,23.73,,0
7,1,0,0.21,0.18,0.0,0.745,1
7,1,1,0.17,0.16,7.55,,0
7,1,2,0.19,0.18,0.0,,0
7,1,3,0.17,0.16,0.0,0.5318,1
7,1,4,0.22,0.2,0.0,,1
7,1,5,0.17,0.16,0.0,,1
7,1,6,0.16,0.14,13.14,,0
7,1,7,0.5,0.43,19.91,0.2407,1
7,1,8,0.39,0.29,21.87,,1
7,1,9,0.5,0.42,0.0,,0
7,1,10,0.27,0.2,0.0,0.2147,1
7,1,11,0.32,0.23,0.0,,0
7,1,12,0.28,0.23,0.0,0.6256,1
7,1,13,0.26,0.19,0.0,,0
7,1,14,0.27,0.2,0.0,,0
7,1,15,0.33,0.24,0.0,,0
7,1,16,0.26,0.22,3.62,,0
7,1,17,0.28,0.23,6.33,,0
7,1,18,0.43,0.41,10.92,,0
7,1,19,0.46,0.4,17.53,0.3184,1
7,1,20,0.38,0.34,19.5,,0
7,1,21,0.45,0.4,10.65,0.6273,1
7,1,22,0.25,0.23,21.6,,1
7,1,23,0.2,0.17,19.89,,0
7,2,0,0.17,0.15,0.0,0.8813,1
7,2,1,0.24,0.21,0.0,,1
7,2,2,0.24,0.21,6.65,,0
7,2,3,0.24,0.23,0.0,0.5852,1
7,2,4,0.15,0.13,0.0,,1
7,2,5,0.16,0.14,0.0,,0
7,2,6,0.23,0.21,20.83,0.3001,1
7,2,7,0.38,0.36,23.9,,1
7,2,8,0.36,0.26,13.57,,1
7,2,9,0.45,0.35,0.0,,1
7,2,10,0.27,0.19,0.0,,0
7,2,11,0.27,0.19,0.0,,0
7,2,12,0.32,0.26,2.6,,0
7,2,13,0.26,0.2,6.12,,0
7,2,14,0.33,0.25,0.0,,0
7,2,15,0.25,0.19,0.0,,0
7,2,16,0.26,0.2,0.0,,0
7,2,17,0.35,0.28,0.0,,0
7,2,18,0.37,0.32,22.88,,0
7,2,19,0.38,0.33,7.08,0.9439,1
7,2,20,0.46,0.41,24.81,,0
7,2,21,0.48,0.44,21.06,,0
7,2,22,0.2,0.18,0.0,0.5641,1
7,2,23,0.21,0.19,9.98,,1
7,3,0,0.21,0.19,0.0,,1
7,3,1,0.2,0.18,5.16,,1
7,3,2,0.18,0.15,0.0,,1
7,3,3,0.17,0.15,0.0,,1
7,3,4,0.22,0.2,0.0,,0
7,3,5,0.17,0.16,0.0,0.7017,1
7,3,6,0.19,0.17,0.0,,1
7,3,7,0.42,0.36,23.13,,1
7,3,8,0.44,0.37,23.47,,1
7,3,9,0.43,0.35,0.0,,0
7,3,10,0.32,0.25,0.0,,0
7,3,11,0.31,0.26,0.0,,0
7,3,12,0.27,0.22,0.0,0.4141,1
7,3,13,0.28,0.21,0.0,,1
7,3,14,0.27,0.22,0.0,,0
7,3,15,0.32,0.23,0.0,,0
7,3,16,0.26,0.21,0.0,,0
7,3,17,0.33,0.23,20.13,0.933,1
7,3,18,0.41,0.38,15.43,,0
7,3,19,0.49,0.45,0.0,0.7473,1
7,3,20,0.39,0.35,0.0,,0
7,3,21,0.38,0.36,15.37,0.8301,1
7,3,22,0.21,0.19,23.6,,0
7,3,23,0.18,0.17,10.28,0.6094,1
7,4,0,0.15,0.13,0.0,,1
7,4,1,0.17,0.15,17.17,,1
7,4,2,0.16,0.14,0.0,,0
7,4,3,0.2,0.18,24.53,,0
7,4,4,0.21,0.19,23.6,,0
7,4,5,0.24,0.21,0.0,0.7304,1
7,4,6,0.21,0.18,24.79,,0
7,4,7,0.45,0.41,29.97,0.4308,1
7,4,8,0.41,0.33,21.19,,1
7,4,9,0.48,0.4,29.68,,1
7,4,10,0.32,0.26,25.85,,0
7,4,11,0.3,0.25,16.03,,0
7,4,12,0.27,0.2,29.91,,0
7,4,13,0.28,0.22,19.49,0.551,1
7,4,14,0.27,0.2,27.33,,0
7,4,15,0.34,0.25,17.47,,0
7,4,16,0.31,0.25,16.24,,0
7,4,17,0.34,0.28,21.05,,0
7,4,18,0.47,0.41,25.38,0.453,1
7,4,19,0.5,0.44,23.31,,0
7,4,20,0.41,0.35,18.14,,0
7,4,21,0.41,0.38,23.1,,0
7,4,22,0.17,0.16,19.15,0.7823,1
7,4,23,0.18,0.16,17.04,,0
7,5,0,0.21,0.19,0.0,0.5573,1
7,5,1,0.22,0.2,0.0,,1
7,5,2,0.25,0.21,0.0,,0
7,5,3,0.17,0.15,0.0,0.7613,1
7,5,4,0.18,0.16,0.0,,1
7,5,5,0.16,0.15,0.0,,1
7,5,6,0.18,0.17,17.77,,1
7,5,7,0.46,0.4,17.63,,1
7,5,8,0.39,0.32,20.98,,1
7,5,9,0.36,0.29,0.0,,0
7,5,10,0.25,0.18,0.0,,0
7,5,11,0.32,0.26,0.0,,0
7,5,12,0.33,0.23,0.0,0.7373,1
7,5,13,0.27,0.19,0.0,,0
7,5,14,0.28,0.22,3.83,,0
7,5,15,0.28,0.2,0.0,,0
7,5,16,0.34,0.29,0.0,,0
7,5,17,0.32,0.26,5.22,,0
7,5,18,0.45,0.39,6.61,0.2935,1
7,5,19,0.46,0.41,7.66,,1
7,5,20,0.48,0.42,8.13,,1
7,5,21,0.48,0.43,10.43,,1
7,5,22,0.15,0.14,9.07,,1
7,5,23,0.25,0.22,20.56,,1
7,6,0,0.18,0.17,6.73,,1
7,6,1,0.17,0.15,0.0,,1
7,6,2,0.25,0.24,0.0,,0
7,6,3,0.16,0.14,0.0,0.1802,1
7,6,4,0.25,0.21,0.0,,0
7,6,5,0.17,0.14,0.0,0.599,1
7,6,6,0.19,0.17,5.61,,1
7,6,7,0.43,0.41,14.91,,1
7,6,8,0.49,0.36,19.7,,0
7,6,9,0.36,0.27,0.0,,0
7,6,10,0.3,0.22,0.0,,0
7,6,11,0.32,0.23,0.0,0.8607,1
7,6,12,0.3,0.22,6.45,,0
7,6,13,0.28,0.23,0.0,,0
7,6,14,0.28,0.23,0.0,0.4293,1
7,6,15,0.25,0.19,0.0,,0
7,6,16,0.28,0.23,0.0,,0
7,6,17,0.35,0.25,13.52,0.6031,1
7,6,18,0.48,0.43,10.67,,1
7,6,19,0.47,0.43,5.17,,0
7,6,20,0.38,0.35,21.6,,0
7,6,21,0.37,0.32,5.54,0.4696,1
7,6,22,0.17,0.16,22.23,,1
7,6,23,0.23,0.21,7.78,,1
7,7,0,0.23,0.22,0.0,,1
7,7,1,0.24,0.23,0.0,,1
7,7,2,0.22,0.19,0.0,,1
7,7,3,0.2,0.18,0.0,,1
7,7,4,0.21,0.2,0.0,,0
7,7,5,0.22,0.19,0.0,0.8772,1
7,7,6,0.2,0.18,17.93,,1
7,7,7,0.48,0.43,18.9,,1
7,7,8,0.4,0.34,13.89,,0
7,7,9,0.43,0.37,0.0,0.637,1
7,7,10,0.27,0.19,0.0,,0
7,7,11,0.33,0.27,0.0,,0
7,7,12,0.28,0.2,0.0,0.2703,1
7,7,13,0.35,0.25,0.0,,0
7,7,14,0.3,0.21,0.0,,0
7,7,15,0.27,0.21,0.0,,0
7,7,16,0.31,0.23,0.0,,0
7,7,17,0.26,0.19,13.22,,0
7,7,18,0.43,0.4,18.96,0.6345,1
7,7,19,0.39,0.37,8.68,,1
7,7,20,0.36,0.33,12.46,,1
7,7,21,0.41,0.36,6.67,,1
7,7,22,0.24,0.22,15.13,,0
7,7,23,0.17,0.15,21.62,0.9337,1
7,8,0,0.24,0.23,0.0,,1
7,8,1,0.22,0.19,0.0,,0
7,8,2,0.18,0.17,0.0,0.4462,1
7,8,3,0.22,0.19,0.0,,1
7,8,4,0.16,0.14,0.0,,0
7,8,5,0.19,0.16,0.0,0.6535,1
7,8,6,0.25,0.22,10.81,,0
7,8,7,0.38,0.35,9.99,0.487,1
7,8,8,0.4,0.31,11.36,,0
7,8,9,0.45,0.35,0.0,,0
7,8,10,0.33,0.28,5.26,,0
7,8,11,0.29,0.24,0.0,,0
7,8,12,0.33,0.28,0.0,,0
7,8,13,0.34,0.28,0.0,,0
7,8,14,0.31,0.22,0.0,,0
7,8,15,0.33,0.24,0.0,,0
7,8,16,0.34,0.28,7.6,0.746,1
7,8,17,0.33,0.25,19.32,,0
7,8,18,0.47,0.44,23.97,0.8458,1
7,8,19,0.45,0.4,0.0,,0
7,8,20,0.5,0.43,17.8,0.8366,1
7,8,21,0.47,0.42,13.53,,1
7,8,22,0.24,0.23,9.03,,1
7,8,23,0.17,0.14,15.52,,0
7,9,0,0.21,0.19,8.16,0.6381,1
7,9,1,0.2,0.17,0.0,,1
7,9,2,0.21,0.18,5.97,,1
7,9,3,0.2,0.19,0.0,,1
7,9,4,0.24,0.22,0.0,,0
7,9,5,0.2,0.18,0.0,0.6374,1
7,9,6,0.17,0.16,8.78,,1
7,9,7,0.5,0.43,20.32,,1
7,9,8,0.37,0.29,10.07,,0
7,9,9,0.48,0.39,0.0,,0
7,9,10,0.32,0.23,0.0,,0
7,9,11,0.29,0.22,0.0,,0
7,9,12,0.27,0.21,0.0,,0
7,9,13,0.29,0.23,0.0,,0
7,9,14,0.26,0.2,0.0,,0
7,9,15,0.32,0.23,0.0,,0
7,9,16,0.26,0.19,0.0,,0
7,9,17,0.28,0.22,11.89,,0
7,9,18,0.49,0.44,12.1,0.1772,1
7,9,19,0.42,0.37,19.93,,0
7,9,20,0.48,0.43,16.42,0.4062,1
7,9,21,0.44,0.39,18.14,,0
7,9,22,0.23,0.2,24.29,0.9493,1
7,9,23,0.16,0.14,11.49,,1
7,10,0,0.23,0.21,11.0,,1
7,10,1,0.22,0.19,0.0,,1
7,10,2,0.24,0.21,0.0,,1
7,10,3,0.23,0.2,6.47,,0
7,10,4,0.19,0.18,8.28,,0
7,10,5,0.2,0.18,0.0,0.8558,1
7,10,6,0.16,0.14,12.02,,1
7,10,7,0.44,0.4,10.42,,0
7,10,8,0.43,0.34,20.83,,0
7,10,9,0.38,0.31,0.0,,0
7,10,10,0.28,0.23,0.0,0.5344,1
7,10,11,0.34,0.24,6.08,,0
7,10,12,0.33,0.27,0.0,,0
7,10,13,0.3,0.21,0.0,,0
7,10,14,0.31,0.22,0.0,,0
7,10,15,0.3,0.23,0.0,,0
7,10,16,0.33,0.27,0.0,,0
7,10,17,0.32,0.26,19.88,,0
7,10,18,0.38,0.35,22.36,0.925,1
7,10,19,0.42,0.4,16.79,,0
7,10,20,0.38,0.34,7.84,0.7709,1
7,10,21,0.47,0.43,19.02,,1
7,10,22,0.18,0.16,16.42,,1
7,10,23,0.23,0.2,7.51,,1
7,11,0,0.25,0.23,0.0,,1
7,11,1,0.22,0.2,3.94,,1
7,11,2,0.23,0.21,0.0,,1
7,11,3,0.22,0.2,0.0,,1
7,11,4,0.21,0.19,0.0,,1
7,11,5,0.21,0.19,0.0,,0
7,11,6,0.19,0.18,16.83,0.8475,1
7,11,7,0.43,0.41,18.75,,0
7,11,8,0.36,0.27,21.5,,0
7,11,9,0.49,0.38,0.0,0.8156,1
7,11,10,0.32,0.26,0.0,,1
7,11,11,0.3,0.25,0.0,,1
7,11,12,0.3,0.22,6.85,,0
7,11,13,0.28,0.23,0.0,0.2191,1
7,11,14,0.34,0.24,3.26,,1
7,11,15,0.28,0.21,0.0,,1
7,11,16,0.3,0.22,0.0,,0
7,11,17,0.35,0.26,23.34,,0
7,11,18,0.42,0.4,24.37,,0
7,11,19,0.4,0.35,17.32,0.7,1
7,11,20,0.43,0.37,24.29,,1
7,11,21,0.37,0.33,20.13,,0
7,11,22,0.17,0.15,11.98,0.1527,1
7,11,23,0.22,0.19,0.0,,1
7,12,0,0.21,0.2,0.0,,0
7,12,1,0.25,0.22,0.0,0.817,1
7,12,2,0.21,0.2,0.0,,1
7,12,3,0.24,0.22,0.0,,1
7,12,4,0.17,0.16,0.0,,1
7,12,5,0.18,0.15,0.0,,1
7,12,6,0.22,0.19,23.0,,1
7,12,7,0.37,0.32,24.91,,1
7,12,8,0.36,0.26,18.71,,1
7,12,9,0.48,0.34,0.0,,1
7,12,10,0.26,0.2,0.0,,0
7,12,11,0.33,0.25,5.6,,0
7,12,12,0.34,0.25,0.0,,0
7,12,13,0.34,0.29,0.0,,0
7,12,14,0.3,0.22,11.8,0.4017,1
7,12,15,0.26,0.18,0.0,,1
7,12,16,0.34,0.26,11.37,,1
7,12,17,0.32,0.26,21.93,,0
7,12,18,0.47,0.44,21.65,0.3432,1
7,12,19,0.36,0.32,24.47,,1
7,12,20,0.45,0.39,14.56,,1
7,12,21,0.4,0.37,6.9,,1
7,12,22,0.18,0.17,7.37,,1
7,12,23,0.17,0.16,9.07,,1
7,13,0,0.24,0.23,0.0,,1
7,13,1,0.16,0.15,0.0,,1
7,13,2,0.18,0.16,0.0,,0
7,13,3,0.23,0.2,0.0,,0
7,13,4,0.22,0.21,0.0,,0
7,13,5,0.18,0.17,2.17,0.2825,1
7,13,6,0.17,0.16,16.64,,1
7,13,7,0.5,0.47,11.91,,1
7,13,8,0.44,0.35,20.2,,0
7,13,9,0.4,0.31,0.0,,0
7,13,10,0.32,0.23,0.0,,0
7,13,11,0.32,0.27,0.0,,0
7,13,12,0.28,0.21,0.0,,0
7,13,13,0.3,0.22,0.0,,0
7,13,14,0.29,0.21,0.0,,0
7,13,15,0.3,0.24,0.0,0.1779,1
7,13,16,0.32,0.25,0.0,,0
7,13,17,0.32,0.24,15.42,0.2848,1
7,13,18,0.35,0.33,7.3,,1
7,13,19,0.45,0.42,22.03,,1
7,13,20,0.48,0.45,15.49,,1
7,13,21,0.43,0.39,5.39,,0
7,13,22,0.17,0.15,5.0,0.8509,1
7,13,23,0.18,0.17,22.68,,1
7,14,0,0.21,0.2,0.0,,0
7,14,1,0.2,0.18,0.0,0.4454,1
7,14,2,0.21,0.19,7.12,,1
7,14,3,0.18,0.17,0.0,,0
7,14,4,0.23,0.2,0.0,0.8857,1
7,14,5,0.23,0.2,0.0,,1
7,14,6,0.16,0.15,13.1,,1
7,14,7,0.36,0.33,12.82,,0
7,14,8,0.42,0.3,19.28,,0
7,14,9,0.49,0.36,0.0,,0
7,14,10,0.25,0.21,0.0,,0
7,14,11,0.27,0.23,0.0,,0
7,14,12,0.31,0.22,0.0,,0
7,14,13,0.33,0.24,6.71,,0
7,14,14,0.28,0.21,0.0,,0
7,14,15,0.33,0.25,0.0,,0
7,14,16,0.29,0.25,0.0,0.3819,1
7,14,17,0.31,0.24,11.0,,0
7,14,18,0.43,0.39,19.03,,0
7,14,19,0.46,0.43,24.47,0.1694,1
7,14,20,0.45,0.42,12.45,,0
7,14,21,0.38,0.34,9.33,0.5443,1
7,14,22,0.21,0.18,19.94,,1
7,14,23,0.23,0.21,23.51,,1
7,15,0,0.2,0.19,0.0,,0
7,15,1,0.23,0.21,0.0,0.7102,1
7,15,2,0.24,0.21,0.0,,0
7,15,3,0.19,0.18,0.0,,0
7,15,4,0.21,0.18,0.0,0.6715,1
7,15,5,0.17,0.15,0.0,,1
7,15,6,0.16,0.14,6.49,,1
7,15,7,0.39,0.35,22.12,,0
7,15,8,0.5,0.38,16.96,,0
7,15,9,0.46,0.35,0.0,0.5274,1
7,15,10,0.25,0.2,2.49,,0
7,15,11,0.33,0.24,0.0,,0
7,15,12,0.28,0.22,0.0,,0
7,15,13,0.33,0.27,0.0,0.3921,1
7,15,14,0.33,0.26,0.0,,1
7,15,15,0.32,0.23,0.0,,0
7,15,16,0.29,0.24,0.0,,0
7,15,17,0.28,0.2,22.66,,0
7,15,18,0.5,0.43,10.37,0.3285,1
7,15,19,0.39,0.34,15.1,,1
7,15,20,0.45,0.41,24.18,,1
7,15,21,0.37,0.35,0.0,,1
7,15,22,0.19,0.17,18.24,,1
7,15,23,0.17,0.15,18.51,,1
7,16,0,0.21,0.19,0.0,,1
7,16,1,0.17,0.16,2.92,,1
7,16,2,0.18,0.17,0.0,,1
7,16,3,0.21,0.18,0.0,,0
7,16,4,0.17,0.15,0.0,0.5071,1
7,16,5,0.17,0.15,2.68,,1
7,16,6,0.19,0.16,18.71,,0
7,16,7,0.43,0.41,13.64,,0
7,16,8,0.36,0.28,18.45,,0
7,16,9,0.46,0.35,0.0,0.9445,1
7,16,10,0.27,0.22,0.0,,1
7,16,11,0.26,0.21,0.0,,0
7,16,12,0.34,0.25,6.45,0.6011,1
7,16,13,0.35,0.25,0.0,,1
7,16,14,0.33,0.25,0.0,,0
7,16,15,0.34,0.24,0.0,,0
7,16,16,0.26,0.2,0.0,,0
7,16,17,0.28,0.24,10.42,0.6719,1
7,16,18,0.39,0.37,17.59,,1
7,16,19,0.48,0.43,21.63,,0
7,16,20,0.4,0.38,24.34,0.271,1
7,16,21,0.41,0.36,24.99,,0
7,16,22,0.18,0.17,12.05,0.9263,1
7,16,23,0.24,0.21,18.25,,1
7,17,0,0.18,0.16,4.29,,0
7,17,1,0.22,0.2,0.0,0.7834,1
7,17,2,0.17,0.16,0.0,,0
7,17,3,0.19,0.17,0.0,0.2254,1
7,17,4,0.22,0.21,4.02,,1
7,17,5,0.23,0.21,0.0,,0
7,17,6,0.18,0.15,16.99,0.3086,1
7,17,7,0.4,0.34,11.5,,1
7,17,8,0.47,0.38,12.53,,0
7,17,9,0.42,0.3,6.43,,0
7,17,10,0.26,0.19,3.49,,0
7,17,11,0.25,0.18,0.0,,0
7,17,12,0.34,0.25,0.0,,0
7,17,13,0.35,0.28,10.71,0.7438,1
7,17,14,0.31,0.25,0.0,,0
7,17,15,0.34,0.24,0.0,0.4093,1
7,17,16,0.27,0.21,0.0,,1
7,17,17,0.3,0.23,22.01,,1
7,17,18,0.41,0.39,22.74,,1
7,17,19,0.47,0.41,21.1,,1
7,17,20,0.4,0.37,7.15,,1
7,17,21,0.42,0.37,14.09,,1
7,17,22,0.17,0.16,9.11,,0
7,17,23,0.22,0.2,18.94,0.2268,1
7,18,0,0.15,0.13,0.0,,1
7,18,1,0.22,0.19,0.0,,1
7,18,2,0.22,0.21,4.13,,1
7,18,3,0.22,0.19,0.0,,1
7,18,4,0.24,0.22,0.0,,0
7,18,5,0.19,0.16,0.0,0.8426,1
7,18,6,0.25,0.23,10.63,,1
7,18,7,0.38,0.33,0.0,,1
7,18,8,0.45,0.36,9.23,,0
7,18,9,0.45,0.33,0.0,,0
7,18,10,0.35,0.27,0.0,,0
7,18,11,0.31,0.26,0.0,,0
7,18,12,0.25,0.2,0.0,,0
7,18,13,0.34,0.29,0.0,,0
7,18,14,0.33,0.28,0.0,,0
7,18,15,0.32,0.23,0.0,,0
7,18,16,0.32,0.25,4.08,0.3012,1
7,18,17,0.28,0.21,21.86,,0
7,18,18,0.42,0.39,19.54,,0
7,18,19,0.38,0.34,10.73,,0
7,18,20,0.48,0.42,18.01,0.903,1
7,18,21,0.47,0.43,8.73,,1
7,18,22,0.23,0.22,16.53,,0
7,18,23,0.23,0.2,21.67,,0
7,19,0,0.24,0.21,0.0,,0
7,19,1,0.16,0.14,0.0,0.6419,1
7,19,2,0.18,0.16,0.0,,1
7,19,3,0.22,0.21,0.0,,1
7,19,4,0.19,0.18,0.0,,1
7,19,5,0.15,0.14,0.0,,1
7,19,6,0.24,0.21,14.07,,1
7,19,7,0.43,0.41,20.53,,1
7,19,8,0.42,0.31,0.0,,0
7,19,9,0.4,0.29,7.67,0.2372,1
7,19,10,0.35,0.26,0.0,,0
7,19,11,0.3,0.24,10.19,,0
7,19,12,0.28,0.22,0.0,0.4576,1
7,19,13,0.3,0.22,0.0,,0
7,19,14,0.34,0.27,0.0,,0
7,19,15,0.29,0.21,0.0,,0
7,19,16,0.26,0.19,0.0,,0
7,19,17,0.34,0.25,5.43,,0
7,19,18,0.41,0.37,18.99,,0
7,19,19,0.47,0.42,21.08,0.3506,1
7,19,20,0.45,0.4,6.61,,1
7,19,21,0.5,0.43,18.33,,1
7,19,22,0.19,0.18,11.76,,0
7,19,23,0.24,0.21,19.12,0.2286,1
7,20,0,0.21,0.19,2.27,,0
7,20,1,0.19,0.18,0.0,,0
7,20,2,0.22,0.21,0.0,0.7003,1
7,20,3,0.17,0.15,0.0,,0
7,20,4,0.2,0.18,0.0,0.9046,1
7,20,5,0.22,0.19,5.62,,1
7,20,6,0.18,0.16,8.67,,1
7,20,7,0.44,0.41,17.77,,0
7,20,8,0.39,0.27,7.6,0.2892,1
7,20,9,0.49,0.4,0.0,,0
7,20,10,0.32,0.24,0.0,,0
7,20,11,0.29,0.21,0.0,,0
7,20,12,0.29,0.22,5.49,,0
7,20,13,0.25,0.19,0.0,,0
7,20,14,0.28,0.21,0.0,,0
7,20,15,0.27,0.19,0.0,,0
7,20,16,0.29,0.24,0.0,,0
7,20,17,0.34,0.24,16.62,,0
7,20,18,0.38,0.34,14.22,,0
7,20,19,0.47,0.42,5.71,,0
7,20,20,0.39,0.35,22.04,0.4487,1
7,20,21,0.36,0.32,21.92,,1
7,20,22,0.15,0.13,19.11,,1
7,20,23,0.2,0.17,0.0,,1
7,21,0,0.23,0.2,2.26,,1
7,21,1,0.15,0.13,21.5,,1
7,21,2,0.2,0.19,17.72,,0
7,21,3,0.2,0.18,16.53,,0
7,21,4,0.19,0.17,28.79,0.3264,1
7,21,5,0.16,0.14,29.12,,1
7,21,6,0.21,0.19,20.13,,1
7,21,7,0.43,0.38,22.15,,1
7,21,8,0.41,0.33,29.94,,0
7,21,9,0.4,0.32,18.34,,0
7,21,10,0.29,0.23,17.51,,0
7,21,11,0.25,0.18,29.06,,0
7,21,12,0.26,0.2,19.11,,0
7,21,13,0.33,0.27,20.58,0.746,1
7,21,14,0.35,0.25,20.11,,0
7,21,15,0.33,0.27,22.43,,0
7,21,16,0.31,0.22,27.17,,0
7,21,17,0.26,0.2,17.76,,0
7,21,18,0.46,0.4,21.9,0.2085,1
7,21,19,0.46,0.4,26.22,,0
7,21,20,0.38,0.33,23.97,0.3943,1
7,21,21,0.48,0.45,25.65,,0
7,21,22,0.2,0.19,26.81,0.3733,1
7,21,23,0.17,0.14,18.14,,1
7,22,0,0.23,0.2,0.0,,0
7,22,1,0.21,0.2,0.0,0.5494,1
7,22,2,0.17,0.15,0.0,,1
7,22,3,0.23,0.21,4.22,,1
7,22,4,0.22,0.19,0.0,,1
7,22,5,0.18,0.16,0.0,,1
7,22,6,0.17,0.15,9.87,,0
7,22,7,0.44,0.38,12.39,0.614,1
7,22,8,0.38,0.31,0.0,,0
7,22,9,0.48,0.38,0.0,0.7913,1
7,22,10,0.26,0.22,0.0,,1
7,22,11,0.33,0.28,0.0,,0
7,22,12,0.32,0.22,0.0,,0
7,22,13,0.3,0.24,0.0,,0
7,22,14,0.34,0.26,0.0,0.244,1
7,22,15,0.32,0.25,0.0,,1
7,22,16,0.26,0.21,0.0,,0
7,22,17,0.32,0.24,18.21,,0
7,22,18,0.48,0.44,19.99,0.5706,1
7,22,19,0.4,0.36,15.17,,1
7,22,20,0.44,0.41,5.73,,1
7,22,21,0.41,0.36,18.43,,1
7,22,22,0.21,0.19,15.55,,1
7,22,23,0.16,0.14,7.4,,1
7,23,0,0.24,0.23,2.71,,1
7,23,1,0.17,0.15,0.0,,1
7,23,2,0.22,0.21,10.93,,1
7,23,3,0.22,0.19,0.0,,0
7,23,4,0.18,0.16,0.0,0.2387,1
7,23,5,0.16,0.14,0.0,,1
7,23,6,0.22,0.19,16.33,,1
7,23,7,0.44,0.42,18.61,,1
7,23,8,0.46,0.34,23.2,,1
7,23,9,0.43,0.34,5.11,,0
7,23,10,0.33,0.24,0.0,,0
7,23,11,0.27,0.2,0.0,,0
7,23,12,0.31,0.23,3.73,0.2643,1
7,23,13,0.27,0.19,0.0,,0
7,23,14,0.31,0.24,9.77,,0
7,23,15,0.28,0.23,2.24,,0
7,23,16,0.32,0.25,0.0,,0
7,23,17,0.32,0.23,14.56,,0
7,23,18,0.49,0.42,23.44,0.1809,1
7,23,19,0.45,0.4,19.85,,0
7,23,20,0.36,0.34,8.59,,0
7,23,21,0.49,0.42,12.59,0.7234,1
7,23,22,0.23,0.22,9.24,,1
7,23,23,0.18,0.16,21.76,,0
7,24,0,0.23,0.21,8.82,0.2958,1
7,24,1,0.17,0.15,0.0,,1
7,24,2,0.17,0.15,0.0,,1
7,24,3,0.24,0.21,0.0,,1
7,24,4,0.19,0.17,0.0,,0
7,24,5,0.23,0.22,0.0,0.7555,1
7,24,6,0.22,0.2,23.83,,1
7,24,7,0.36,0.32,23.13,,0
7,24,8,0.49,0.4,15.2,0.5315,1
7,24,9,0.36,0.27,6.57,,0
7,24,10,0.34,0.24,0.0,,0
7,24,11,0.26,0.22,0.0,,0
7,24,12,0.3,0.23,0.0,,0
7,24,13,0.26,0.18,0.0,,0
7,24,14,0.28,0.21,0.0,,0
7,24,15,0.25,0.18,0.0,,0
7,24,16,0.27,0.23,0.0,,0
7,24,17,0.31,0.24,5.31,,0
7,24,18,0.44,0.38,6.61,0.7678,1
7,24,19,0.36,0.32,23.46,,1
7,24,20,0.46,0.43,7.07,,0
7,24,21,0.36,0.33,11.51,0.3247,1
7,24,22,0.22,0.19,23.4,,0
7,24,23,0.21,0.19,9.72,0.6493,1
7,25,0,0.22,0.2,19.35,,1
7,25,1,0.23,0.2,16.29,,1
7,25,2,0.23,0.21,20.56,,1
7,25,3,0.23,0.21,21.2,,1
7,25,4,0.24,0.21,18.75,,1
7,25,5,0.21,0.2,17.2,,1
7,25,6,0.17,0.16,20.04,,1
7,25,7,0.41,0.36,26.07,,1
7,25,8,0.42,0.3,21.67,,1
7,25,9,0.43,0.31,28.23,,0
7,25,10,0.31,0.25,17.56,,0
7,25,11,0.27,0.23,15.97,0.301,1
7,25,12,0.27,0.22,15.63,,1
7,25,13,0.3,0.24,24.42,,0
7,25,14,0.27,0.22,23.95,,0
7,25,15,0.26,0.2,19.67,0.3621,1
7,25,16,0.25,0.19,25.21,,1
7,25,17,0.31,0.24,22.46,,1
7,25,18,0.47,0.4,17.01,,0
7,25,19,0.39,0.37,22.81,0.2589,1
7,25,20,0.44,0.38,29.75,,0
7,25,21,0.39,0.36,15.47,0.279,1
7,25,22,0.16,0.14,22.54,,1
7,25,23,0.15,0.14,20.49,,1
7,26,0,0.23,0.22,0.0,,0
7,26,1,0.19,0.17,0.0,0.2889,1
7,26,2,0.23,0.21,0.0,,1
7,26,3,0.23,0.21,0.0,,1
7,26,4,0.16,0.14,0.0,,1
7,26,5,0.25,0.23,0.0,,1
7,26,6,0.23,0.2,17.57,,1
7,26,7,0.39,0.33,10.71,,1
7,26,8,0.35,0.26,22.21,,0
7,26,9,0.45,0.32,0.0,,0
7,26,10,0.29,0.21,0.0,,0
7,26,11,0.26,0.2,0.0,0.8992,1
7,26,12,0.27,0.2,0.0,,0
7,26,13,0.31,0.22,5.68,,0
